x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.8086444735527039,1.1035863161087036,-6.142732900116243e-07,0.7290514707565308,1.0639793872833252,-0.023503296077251434,0.6523779034614563,0.9747303128242493,-0.04517100378870964,0.6097269058227539,0.9001935720443726,-0.06824132800102234,0.6183451414108276,0.8256247043609619,-0.09090103954076767,0.6970195174217224,0.8391671776771545,-0.03907989710569382,0.6765713691711426,0.7537516951560974,-0.08276339620351791,0.6468736529350281,0.7507575750350952,-0.11337737739086151,0.6163297891616821,0.7661052942276001,-0.1328173279762268,0.7638310790061951,0.847179651260376,-0.06035897135734558,0.7437156438827515,0.7323625683784485,-0.11978697776794434,0.7137755751609802,0.8236338496208191,-0.13850612938404083,0.700281023979187,0.9198155403137207,-0.13867491483688354,0.834365963935852,0.8835760354995728,-0.08504859358072281,0.8231273889541626,0.7646595239639282,-0.146095871925354,0.7943593859672546,0.8579357862472534,-0.148118793964386,0.78216552734375,0.9411005973815918,-0.13510388135910034,0.9061059951782227,0.9397777318954468,-0.11054565757513046,0.896421492099762,0.8636240363121033,-0.15909872949123383,0.8704628944396973,0.9260827302932739,-0.15668055415153503,0.8571594953536987,0.9904167056083679,-0.1447886973619461,bingung
0.7796584963798523,0.763317883014679,5.6218798505369705e-08,0.7477472424507141,0.7086201310157776,0.007003558333963156,0.7108925580978394,0.6645258665084839,0.0012427037581801414,0.6759346723556519,0.6464312672615051,-0.007192828692495823,0.6461912989616394,0.639583170413971,-0.017828451469540596,0.7108615040779114,0.6160292029380798,-0.018295446410775185,0.6729752421379089,0.5619246959686279,-0.03343998268246651,0.6382047533988953,0.5396255254745483,-0.039042338728904724,0.6113907694816589,0.5293664336204529,-0.04227079823613167,0.7152680158615112,0.6372292041778564,-0.0313357412815094,0.6370388865470886,0.6513371467590332,-0.05001331865787506,0.6276043653488159,0.6862279176712036,-0.04872489720582962,0.6374773979187012,0.7086599469184875,-0.044589586555957794,0.7187725305557251,0.6768983602523804,-0.04306447133421898,0.6470725536346436,0.7065122723579407,-0.0626692846417427,0.6541109681129456,0.7351537942886353,-0.053008053451776505,0.6728562116622925,0.7423518300056458,-0.04187680035829544,0.72301185131073,0.7211661338806152,-0.053261931985616684,0.6671702265739441,0.7472821474075317,-0.06945165991783142,0.67398601770401,0.7644903659820557,-0.061918724328279495,0.6918350458145142,0.7655905485153198,-0.051706936210393906,bingung
0.16736462712287903,0.8593586683273315,3.465415261416638e-07,0.21104741096496582,0.8367644548416138,-0.006284031551331282,0.2464679330587387,0.7806718349456787,-0.017299456521868706,0.26557019352912903,0.7421692609786987,-0.030799157917499542,0.2829745411872864,0.716937243938446,-0.0453425869345665,0.20848749577999115,0.6779546737670898,-0.02706223353743553,0.21317295730113983,0.6052306294441223,-0.05357031151652336,0.24408471584320068,0.5713732838630676,-0.07234972715377808,0.2733486294746399,0.5595687031745911,-0.08403145521879196,0.18088865280151367,0.6857188940048218,-0.03880099207162857,0.23492617905139923,0.6833366751670837,-0.06933222711086273,0.26827991008758545,0.7279951572418213,-0.07863963395357132,0.2783619165420532,0.7659697532653809,-0.08123519271612167,0.15567496418952942,0.7182117104530334,-0.05119848623871803,0.20866407454013824,0.7263874411582947,-0.07991345971822739,0.2358381450176239,0.7689386606216431,-0.07610589265823364,0.24053946137428284,0.7987320423126221,-0.0693104937672615,0.1335930973291397,0.7639217376708984,-0.06409849226474762,0.179547518491745,0.772568941116333,-0.08444193005561829,0.20310547947883606,0.8081281185150146,-0.07809852063655853,0.20694707334041595,0.8347182273864746,-0.06965131312608719,bingung
0.7484249472618103,0.760324239730835,-1.226846393365122e-07,0.7267236709594727,0.7127667665481567,0.003725434886291623,0.7032448053359985,0.6693577170372009,-0.002828204073011875,0.6827628016471863,0.649531364440918,-0.011503021232783794,0.6636805534362793,0.6413895487785339,-0.022410007193684578,0.7157063484191895,0.6191701889038086,-0.02390165627002716,0.6860834956169128,0.5643136501312256,-0.0403805673122406,0.6552620530128479,0.5468177795410156,-0.04780018329620361,0.630073070526123,0.5430001020431519,-0.05180846527218819,0.7215519547462463,0.6386173963546753,-0.03379933908581734,0.6589677333831787,0.6678662896156311,-0.053109411150217056,0.6488108038902283,0.700298547744751,-0.05483270809054375,0.6526746153831482,0.7179028987884521,-0.05425496771931648,0.7240663170814514,0.6739774942398071,-0.04238273575901985,0.6660923957824707,0.7121855020523071,-0.06127624958753586,0.6675280332565308,0.7404142618179321,-0.05564131215214729,0.6784243583679199,0.7504768967628479,-0.04857717826962471,0.7262550592422485,0.7109612226486206,-0.0497162826359272,0.678291916847229,0.7383074760437012,-0.06393297016620636,0.6802284717559814,0.7596985101699829,-0.05778513476252556,0.6921011209487915,0.7656451463699341,-0.04954877123236656,bingung
0.7543206810951233,0.7780412435531616,-1.1340212324739696e-07,0.7319877743721008,0.7275317311286926,0.0042267353273928165,0.7095882296562195,0.6802355051040649,-0.0009856759570538998,0.6902167797088623,0.6572147011756897,-0.008523755706846714,0.6713771820068359,0.6463570594787598,-0.018118157982826233,0.7233982682228088,0.6276558041572571,-0.019577890634536743,0.6949374675750732,0.5740707516670227,-0.03591054305434227,0.6643555760383606,0.549587607383728,-0.043671540915966034,0.6384975910186768,0.5386869311332703,-0.048151083290576935,0.7274671196937561,0.6436021327972412,-0.029839856550097466,0.6609492301940918,0.6669870615005493,-0.049457330256700516,0.6481597423553467,0.7007196545600891,-0.05136488750576973,0.6511850953102112,0.7231200933456421,-0.05039503797888756,0.7284350991249084,0.6773107051849365,-0.039042163640260696,0.6657198071479797,0.7124038338661194,-0.05898480862379074,0.6649137735366821,0.7435312271118164,-0.05348757654428482,0.6756656169891357,0.7578316330909729,-0.045850902795791626,0.7297955751419067,0.7156121730804443,-0.047039855271577835,0.6789275407791138,0.7446242570877075,-0.062128208577632904,0.6791825890541077,0.7672210931777954,-0.05669967830181122,0.6906968951225281,0.7746156454086304,-0.048661310225725174,bingung
0.9491629004478455,1.0417195558547974,-6.670297238997591e-07,0.8850213289260864,1.0129833221435547,-0.011512797325849533,0.824843168258667,0.9725558757781982,-0.02598281390964985,0.7814755439758301,0.9476134181022644,-0.0415392741560936,0.7540045380592346,0.9309853315353394,-0.05832163244485855,0.8725627660751343,0.8956639766693115,-0.038158100098371506,0.8106666803359985,0.8574053049087524,-0.0720062255859375,0.767863929271698,0.8911685347557068,-0.09442657232284546,0.744279682636261,0.9296801090240479,-0.10707172006368637,0.9078257083892822,0.9210554361343384,-0.04999399557709694,0.8421030640602112,0.9465441703796387,-0.08129248023033142,0.8084185123443604,1.0112425088882446,-0.09160402417182922,0.8002374768257141,1.052506923675537,-0.09793893247842789,0.9368479251861572,0.9667340517044067,-0.06358274072408676,0.8716075420379639,1.0113084316253662,-0.0940324142575264,0.8411290049552917,1.0726830959320068,-0.09256284683942795,0.8319656252861023,1.106029987335205,-0.08874844014644623,0.9595407247543335,1.019565224647522,-0.07780922949314117,0.9057605862617493,1.0591615438461304,-0.10308174043893814,0.8814172744750977,1.101892352104187,-0.10004816949367523,0.875647246837616,1.1248191595077515,-0.09425720572471619,bingung
0.17603670060634613,0.8673773407936096,1.4407591208964732e-07,0.1599166989326477,0.7874848246574402,0.009632905945181847,0.18764622509479523,0.7190693616867065,0.009798969142138958,0.22604289650917053,0.6918262839317322,0.005111372098326683,0.25769278407096863,0.684994101524353,0.0008622338064014912,0.18842798471450806,0.6656701564788818,0.007717899512499571,0.23467078804969788,0.6052751541137695,-0.0030486301984637976,0.27631720900535583,0.5783511996269226,-0.010755994357168674,0.30614590644836426,0.5674959421157837,-0.015024240128695965,0.20857053995132446,0.678057074546814,-0.0035690320655703545,0.2630336284637451,0.6517819762229919,-0.013165300711989403,0.2788553833961487,0.6737157106399536,-0.016936056315898895,0.27882999181747437,0.6911414265632629,-0.018057050183415413,0.23028981685638428,0.703713059425354,-0.014940744265913963,0.2782295048236847,0.6844313144683838,-0.020969757810235023,0.2815016508102417,0.7052154541015625,-0.01607656292617321,0.27153435349464417,0.7195104360580444,-0.01153623778373003,0.249373197555542,0.7357987761497498,-0.026137150824069977,0.2862791419029236,0.7155982255935669,-0.023497221991419792,0.2889748215675354,0.7307133078575134,-0.013837363570928574,0.28030315041542053,0.7436425089836121,-0.0062393201515078545,bingung
0.051823265850543976,0.9917239546775818,4.2745287487377936e-07,0.10761025547981262,0.9517655372619629,-0.007010560017079115,0.1495237648487091,0.9033001065254211,-0.022278757765889168,0.17899847030639648,0.8695600032806396,-0.03959754481911659,0.19214706122875214,0.8432872891426086,-0.05859588459134102,0.0921432375907898,0.8142329454421997,-0.04603233560919762,0.10063486546278,0.743056058883667,-0.07863903045654297,0.1343829333782196,0.7227584719657898,-0.09920623153448105,0.1681174635887146,0.7227597236633301,-0.11210008710622787,0.05957380309700966,0.8403993248939514,-0.06216041371226311,0.10496630519628525,0.8187363147735596,-0.10050831735134125,0.15519312024116516,0.8522032499313354,-0.11525948345661163,0.1867946982383728,0.889944851398468,-0.12143408507108688,0.03513352572917938,0.8921367526054382,-0.07797876745462418,0.07144057005643845,0.8850062489509583,-0.11278968304395676,0.11252794414758682,0.9080826044082642,-0.1189531460404396,0.13740095496177673,0.9262588024139404,-0.11936435848474503,0.017733082175254822,0.9534751772880554,-0.09353619068861008,0.03747348487377167,0.964017391204834,-0.11763116717338562,0.05806661769747734,0.9749362468719482,-0.11935431510210037,0.0680646002292633,0.98203444480896,-0.11798431724309921,bingung
0.061912015080451965,1.0267630815505981,5.10551899424172e-07,0.11591912806034088,0.9729335308074951,-0.004271212499588728,0.16155657172203064,0.9164847135543823,-0.023475266993045807,0.19887474179267883,0.8890504837036133,-0.04535697400569916,0.22027677297592163,0.8766934871673584,-0.06863933056592941,0.10949461162090302,0.8314676284790039,-0.050941918045282364,0.11988546699285507,0.7510870099067688,-0.08556115627288818,0.15685884654521942,0.7198030352592468,-0.10640538483858109,0.1896374225616455,0.7076926231384277,-0.11944309622049332,0.07855352759361267,0.8606206774711609,-0.07035445421934128,0.14844071865081787,0.8389974236488342,-0.11208181828260422,0.19621598720550537,0.884485125541687,-0.1223219633102417,0.21841663122177124,0.9278057217597961,-0.12295480817556381,0.05869946628808975,0.9204622507095337,-0.08876127749681473,0.12808363139629364,0.9119765162467957,-0.12419555336236954,0.17689718306064606,0.9497628211975098,-0.12097016721963882,0.19836211204528809,0.9797856211662292,-0.11280874907970428,0.04700704663991928,0.9899826049804688,-0.10715335607528687,0.09955960512161255,0.9937560558319092,-0.12950216233730316,0.13124831020832062,1.0108810663223267,-0.12391364574432373,0.14370658993721008,1.021626591682434,-0.11631179600954056,bingung
0.07167765498161316,1.032956838607788,4.534265372058144e-07,0.12291887402534485,0.9783236980438232,-0.0052955723367631435,0.1635357141494751,0.9195106029510498,-0.023978635668754578,0.19686444103717804,0.890551745891571,-0.04500535503029823,0.21788036823272705,0.8724594712257385,-0.06716218590736389,0.11025159806013107,0.8273347020149231,-0.04913559928536415,0.11984537541866302,0.754405677318573,-0.08429669588804245,0.15569578111171722,0.7250351905822754,-0.10696742683649063,0.18805892765522003,0.7126799821853638,-0.12113745510578156,0.07706177234649658,0.8591903448104858,-0.06802276521921158,0.1453525573015213,0.8382737040519714,-0.11007596552371979,0.19412356615066528,0.8815962076187134,-0.12302519381046295,0.21818748116493225,0.9208691120147705,-0.1260550171136856,0.05660749971866608,0.91963791847229,-0.08608724921941757,0.12448930740356445,0.9077573418617249,-0.12371332943439484,0.17397023737430573,0.9436621069908142,-0.12193062901496887,0.1971624791622162,0.9723482131958008,-0.11431417614221573,0.045841336250305176,0.9893597364425659,-0.1040116623044014,0.09941579401493073,0.98775315284729,-0.12749293446540833,0.13434872031211853,1.004478931427002,-0.12171287089586258,0.15001866221427917,1.014526128768921,-0.11372441053390503,bingung
